"DISPATCH UNITS",LOCATION,TYPE,ADDRESS,CITY,"CREATE DATE"
E48,"998 MONTE BELLO DR, GILROY, CA, 95020",MEDICF,"998 MONTE BELLO DR",Gilroy,"2025-11-18 05:26"
"E48, B47",,AUTOAVA,"11218 COYOTE RESERVOIR RD",COUNTY,"2025-04-30 04:18"
E48,"8205 WREN AVE, GILROY, CA, 95020",MEDICF,"8205 WREN AV",Gilroy,"2025-04-30 00:31"
E49,"1545 MARGARETA PL, GILROY, CA, 95020",PSLIFT,"1545 MARGARETA PL",Gilroy,"2025-04-30 04:21"
E48,"9038 CHURCH ST, GILROY, CA, 95020",GASOF,"9038 CHURCH ST",Gilroy,"2025-06-21 14:14"
E47,"613 OLD GILROY ST, GILROY, CA, 95020",MEDICF,"613 OLD GILROY ST",Gilroy,"2025-05-07 08:36"
"E47, E650","5422 MESA RD, GILROY, CA, 95020",MEDICF,"5422 MESA RD",Gilroy,"2025-07-11 06:04"
E48,"852 WELBURN AVE, GILROY, CA, 95020",MEDICF,"852 WELBURN AV",Gilroy,"2025-04-30 01:41"
E48,"8271 GLENWOOD DR, GILROY, CA, 95020",MEDICF,"8271 GLENWOOD DR",Gilroy,"2025-04-30 08:12"
E49,"760 MARIA WAY, GILROY, CA, 95020",MEDICF,"760 MARIA WY",Gilroy,"2025-06-21 14:23"
E49,"9455 EAGLE VIEW WAY, GILROY, CA, 95020",PSLIFT,"9455 EAGLE VIEW WY",Gilroy,"2025-06-02 18:06"
E48,"8425 SAN YSIDRO AVE, GILROY, CA, 95020",MEDICF,"8425 SAN YSIDRO AV",Gilroy,"2025-05-07 07:09"
E48,"830 ESCHENBURG DR, GILROY, CA, 95020",MEDICF,"830 ESCHENBURG DR",Gilroy,"2025-10-21 14:15"
E48,"767 EL CERRITO WAY, GILROY, CA, 95020",MEDICF,"767 EL CERRITO WY",Gilroy,"2025-04-30 09:01"
E48,"8180 WESTWOOD DR, GILROY, CA, 95020",MEDICF,"8180 WESTWOOD DR",Gilroy,"2026-01-25 01:26"
E47,"6380 BERRYBUSH CT, GILROY, CA, 95020",MEDICF,"6380 BERRYBUSH CT",Gilroy,"2025-06-02 16:39"
"E48, E650","7240 ALEXANDER ST, GILROY, CA, 95020",MEDICF,"7240 ALEXANDER ST",Gilroy,"2025-07-02 15:47"
"E48, E47","8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2025-06-27 18:37"
E48,"440 BROADWAY, GILROY, CA, 95020",MEDICF,"440 BROADWAY",Gilroy,"2025-06-02 16:44"
E50,"6371 BERRYBUSH CT, GILROY, CA, 95020",MEDICF,"6371 BERRYBUSH CT",Gilroy,"2026-01-26 00:40"
"E47, B47",,1033WF,"8630 SAN YSIDRO AV",Gilroy,"2025-06-11 16:43"
E47,"278 CHURCHILL PL, GILROY, CA, 95020",PS,"278 CHURCHILL PL",Gilroy,"2025-04-30 09:17"
"E48, E49","760 MARIA WAY, GILROY, CA, 95020",MEDICF,"760 MARIA WY",Gilroy,"2025-06-21 14:50"
E47,"2285 DUNLAP AVE, GILROY, CA, 95020",AUTOAM,"2285 DUNLAP AV","Santa Clara County","2025-10-27 06:08"
E47,"6500 MONTEREY RD, GILROY, CA, 95020",1033SD,"6500 MONTEREY RD",Gilroy,"2026-01-24 01:38"
E47,,ODOR,"7301 HANNA ST",Gilroy,"2025-05-07 12:12"
E48,,MEDICF,"651 W SIXTH ST",Gilroy,"2025-06-02 19:48"
E47,,EXTFIR,"333 E TENTH ST",Gilroy,"2025-06-21 16:04"
"E48, E650","7440 CARNOUSTIE CT, GILROY, CA, 95020",MEDICF,"7440 CARNOUSTIE CT",Gilroy,"2025-08-14 17:02"
"RM49, E49",,VEGF,"THIRD ST/COBBLESTONE CT",Gilroy,"2025-04-30 13:38"
"E48, E47","7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2025-06-21 16:14"
E69,,VEGF,"2280 HECKER PASS RD",Gilroy,"2025-04-30 11:29"
"E49, E48","1360 LONGMEADOW DR, GILROY, CA, 95020",1181F,"1360 LONGMEADOW DR",Gilroy,"2025-08-23 14:01"
E48,,1033GF,"245 FARRELL AV",Gilroy,"2025-04-30 10:18"
E47,"6500 MONTEREY RD, GILROY, CA, 95020",MEDICF,"6500 MONTEREY RD",Gilroy,"2025-07-11 07:06"
E48,"8500 WREN AVE, GILROY, CA, 95020",1033GF,"8500 WREN AV",Gilroy,"2025-06-02 18:36"
E47,"8383 CHURCH ST, GILROY, CA, 95020",SMOKE,"8383 CHURCH ST",Gilroy,"2025-06-02 18:37"
E49,"9455 EAGLE VIEW WAY, GILROY, CA, 95020",MEDICF,"9455 EAGLE VIEW WY",Gilroy,"2025-06-02 19:14"
E49,,MEDICF,"WAYLAND LN/EL CERRITO WY",Gilroy,"2025-08-14 17:13"
E47,"6110 MONTEREY RD, GILROY, CA, 95020",MEDICF,"6110 MONTEREY RD",Gilroy,"2026-01-09 02:55"
E47,,1033SD,"455 AUTOMALL CT",Gilroy,"2025-06-02 19:34"
E48,"7561 FILICE DR, GILROY, CA, 95020",PSLIFT,"7561 FILICE DR",Gilroy,"2026-01-24 08:27"
"B47, E47",,AUTOAV,"BOLSA RD/HWY 25","Santa Clara County","2025-04-30 10:41"
"E48, E47, E169, B48, E49, E650, B147, E69, B68","7650 EL ROBLE CT, GILROY, CA, 95020",FIRES,"7650 EL ROBLE CT",Gilroy,"2025-07-02 16:42"
"E48, E47",,MEDICF,"11 FIRST ST",Gilroy,"2025-05-21 10:21"
"E48, B47",,AUTOAV,"LLAGAS RD/ENDERSON CT","Morgan Hill","2025-04-30 13:00"
E48,,MEDICF,"741 FIFTH ST",Gilroy,"2025-04-30 10:58"
E47,"1255 HERNANDEZ WAY, GILROY, CA, 95020",MEDICF,"1255 HERNANDEZ WY",Gilroy,"2026-02-19 23:50"
E47,"750 W TENTH ST, GILROY, CA, 95020",MEDICF,"750 W TENTH ST",Gilroy,"2025-06-11 17:46"
E48,"8373 GAUNT AVE, GILROY, CA, 95020",MEDICF,"8373 GAUNT AV",Gilroy,"2026-02-07 01:38"
E69,"7557 TURNBERRY WAY, GILROY, CA, 95020",MEDICF,"7557 TURNBERRY WY",Gilroy,"2025-05-07 14:20"
"E48, E47","144 LEWIS ST, GILROY, CA, 95020",MEDICF,"144 LEWIS ST",Gilroy,"2025-06-21 16:13"
E49,,AUTOAVA,"SANTA TERESA BL/FITZGERALD AV","Santa Clara County","2025-10-26 10:31"
E48,"7245 TRENTON PL, GILROY, CA, 95020",MEDICF,"7245 TRENTON PL",Gilroy,"2025-07-02 17:53"
E48,"8500 WREN AVE, GILROY, CA, 95020",MEDICF,"8500 WREN AV",Gilroy,"2026-04-30 22:33"
"E47, B50",,AUTOAVA,"US HWY 101/HWY 25","Santa Clara County","2025-05-07 14:32"
E50,"980 ANDOVER PL, GILROY, CA, 95020",MEDICF,"980 ANDOVER PL",Gilroy,"2025-09-01 12:14"
E158,"8383 WREN AVE, GILROY, CA, 95020",MOVE,"8383 WREN AV",Gilroy,"2025-07-02 18:22"
"E49, B47",,AUTOAVA,"BUENA VISTA AV/NO NAME UNO","Santa Clara County","2025-04-30 14:20"
E48,"8400 CHURCH ST, GILROY, CA, 95020",MEDICF,"8400 CHURCH ST",Gilroy,"2025-04-30 14:21"
"E47, E68, B49, E69",,1180F,"US HWY 101/MONTEREY RD ON 101N RP",Gilroy,"2026-02-16 00:43"
"RM49, E47","6600 BOGIALA WAY, GILROY, CA, 95020",MEDICF,"6600 BOGIALA WY",Gilroy,"2026-04-07 03:29"
E47,,MEDICF,"7027 MOUNT VERNON WY",Gilroy,"2025-05-02 10:12"
E49,"7610 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7610 ISABELLA WY",Gilroy,"2025-05-02 09:58"
E48,,MEDICF,"905 FIRST ST",Gilroy,"2025-05-21 12:13"
E49,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2025-05-07 14:47"
E48,"8750 FLORAL ST, GILROY, CA, 95020",MEDICF,"8750 FLORAL ST",Gilroy,"2025-08-05 23:20"
"E158, E49",,MEDICF,"200 E TENTH ST",Gilroy,"2025-07-02 18:07"
E49,,MOVE,"8383 WREN AV",Gilroy,"2025-06-02 19:49"
"E48, E47","1150 RUBY WAY, GILROY, CA, 95020",MEDICF,"1150 RUBY WY",Gilroy,"2025-06-02 19:42"
"E49, B47",,AUTOAVA,"US HWY 101/MASTEN AV ON 101S RP","Santa Clara County","2025-04-30 14:49"
E47,"7150 CAMINO ARROYO, GILROY, CA, 95020",MEDICF,"7150 CAMINO ARROYO",Gilroy,"2025-10-24 13:23"
E47,"6881 CAMERON BLVD, GILROY, CA, 95020",ODOR,"6881 CAMERON BL",Gilroy,"2026-03-12 03:14"
E49,"7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2025-07-02 18:31"
E48,"8800 LILLY AVE, GILROY, CA, 95020",MEDICF,"8800 LILLY AV",Gilroy,"2025-04-30 15:14"
"B50, E47, E169, B57, E48, E69",,GASIF,"8365 MONTEREY ST",Gilroy,"2025-05-07 16:02"
E49,"9341 CHURCH ST, GILROY, CA, 95020",MEDICF,"9341 CHURCH ST",Gilroy,"2025-04-07 13:41"
E47,"7273 CARMEL ST, GILROY, CA, 95020",SMOKE,"7273 CARMEL ST",Gilroy,"2025-05-02 13:16"
E47,"5422 MESA RD, GILROY, CA, 95020",MEDICF,"5422 MESA RD",Gilroy,"2025-06-29 14:42"
E47,,MEDICF,"7475 CAMINO ARROYO",Gilroy,"2025-04-07 16:31"
E47,,MEDICF,"7000 MONTEREY ST",Gilroy,"2025-05-21 14:47"
E48,"7750 WREN AVE, GILROY, CA, 95020",MEDICF,"7750 WREN AV",Gilroy,"2025-10-29 12:09"
E49,"9550 EAGLE VIEW WAY, GILROY, CA, 95020",MEDICF,"9550 EAGLE VIEW WY",Gilroy,"2025-04-06 22:08"
E48,"7870 DICKENS WAY, GILROY, CA, 95020",MEDICF,"7870 DICKENS WY",Gilroy,"2025-05-07 18:01"
E47,,AUTOAVA,"PACHECO PASS HY/BLOOMFIELD AV","Santa Clara County","2026-05-31 18:33"
"E48, E169, E47, B47, E49, B57","8787 MONTEREY ST, GILROY, CA, 95020",VEGF,"8787 MONTEREY ST",Gilroy,"2025-06-29 22:55"
"E69, E48","2615 MUIRFIELD WAY, GILROY, CA, 95020",MEDICF,"2615 MUIRFIELD WY",Gilroy,"2025-05-21 15:55"
E47,"7295 ORCHARD DR, GILROY, CA, 95020",GASOF,"7295 ORCHARD DR",Gilroy,"2025-05-21 15:12"
E48,"8049 WREN AVE, GILROY, CA, 95020",MEDICF,"8049 WREN AV",Gilroy,"2025-12-27 02:36"
E158,"8170 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8170 MURRAY AV",Gilroy,"2025-07-02 18:25"
E48,"277 IOOF AVE, GILROY, CA, 95020",MEDICF,"277 IOOF AV",Gilroy,"2025-04-07 10:23"
E47,"5755 ROSSI LN, GILROY, CA, 95020",MEDICF,"5755 ROSSI LN",Gilroy,"2025-04-07 10:10"
E47,"710 RENZ LN, GILROY, CA, 95020",SMOKE,"710 RENZ LN",Gilroy,"2025-06-02 20:32"
E49,"9389 MONTEREY RD, GILROY, CA, 95020",MEDICF,"9389 MONTEREY RD",Gilroy,"2025-08-05 23:59"
E48,"8297 CARMEL ST, GILROY, CA, 95020",1033CM,"8297 CARMEL ST",Gilroy,"2025-04-07 12:02"
E47,"7400 FILICE DR, GILROY, CA, 95020",MEDICF,"7400 FILICE DR",Gilroy,"2025-04-07 12:17"
E49,"7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2025-04-07 12:24"
E47,,AUTOAM,"6948 ANGELO LN","Santa Clara County","2025-09-01 12:48"
E48,,MEDICF,"350 MANTELLI DR",Gilroy,"2025-05-07 20:35"
E49,"9401 RANCHO HILLS DR, GILROY, CA, 95020",MEDICF,"9401 RANCHO HILLS DR",Gilroy,"2025-07-11 08:02"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2025-05-21 20:13"
E48,"390 LEAVESLEY RD, GILROY, CA, 95020",MEDICF,"390 LEAVESLEY RD",Gilroy,"2025-05-08 03:06"
E48,,MEDICF,"985 MONTE BELLO DR",Gilroy,"2025-05-08 00:09"
"B48, E47, E48, E68",,1180F,"US HWY 101/LEAVESLEY RD OFF 101N RP",Gilroy,"2025-08-05 23:47"
E47,,MEDICF,"200 E TENTH ST",Gilroy,"2025-06-03 00:18"
E49,"8985 MONTEREY RD, GILROY, CA, 95020",MEDICF,"8985 MONTEREY RD",Gilroy,"2025-05-21 17:42"
E49,,AUTOAM,"221 HIGHLAND AV","Santa Clara County","2025-06-21 18:04"
E49,"9232 CALLE DEL REY, GILROY, CA, 95020",PSLIFT,"9232 CALLE DEL REY",Gilroy,"2025-06-11 19:05"
"E47, B48, B49",,AUTOAVA,"HWY 25/BOLSA RD","Santa Clara County","2025-05-21 18:47"
E47,"7341 MAPLE ST, GILROY, CA, 95020",MEDICF,"7341 MAPLE ST",Gilroy,"2025-05-07 21:17"
"E49, E48",,1054F,"KOSHARE ST/COMANCHE ST",Gilroy,"2025-05-08 06:28"
E47,"6500 MONTEREY RD, GILROY, CA, 95020",1033GF,"6500 MONTEREY RD",Gilroy,"2025-11-16 03:54"
E48,"8300 ARROYO CIR, GILROY, CA, 95020",MEDICF,"8300 ARROYO CI",Gilroy,"2025-07-28 17:05"
"E48, E49","8180 WESTWOOD DR, GILROY, CA, 95020",PSLIFT,"8180 WESTWOOD DR",Gilroy,"2025-05-21 16:57"
E48,"7590 WREN AVE, GILROY, CA, 95020",1033GF,"7590 WREN AV",Gilroy,"2026-03-17 10:18"
E48,"30 WELBURN AVE, GILROY, CA, 95020",MEDICF,"30 WELBURN AV",Gilroy,"2025-12-11 06:28"
E48,,MEDICF,"935 THIRD ST",Gilroy,"2025-05-08 05:12"
"E49, E48","1095 BYERS ST, GILROY, CA, 95020",MEDICF,"1095 BYERS ST",Gilroy,"2025-05-21 17:00"
E48,"7593 SPRUCE CT, GILROY, CA, 95020",MEDICF,"7593 SPRUCE CT",Gilroy,"2025-06-02 23:25"
E49,"9341 CHURCH ST, GILROY, CA, 95020",MEDICF,"9341 CHURCH ST",Gilroy,"2025-06-02 21:39"
"E50, E47","6680 IMPERIAL DR, GILROY, CA, 95020",ODF,"6680 IMPERIAL DR",Gilroy,"2025-12-21 03:18"
E48,"8170 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8170 MURRAY AV",Gilroy,"2025-11-05 08:39"
E49,,MEDICF,"1143 LERMA WY",Gilroy,"2025-05-07 23:17"
E47,,FIREF,"E TENTH ST/MONTEREY ST",Gilroy,"2025-05-21 20:28"
E48,"7520 HANNA ST, GILROY, CA, 95020",MEDICF,"7520 HANNA ST",Gilroy,"2025-05-08 09:23"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2025-05-21 20:41"
E47,,MEDICF,"651 W SIXTH ST",Gilroy,"2025-12-06 05:04"
E47,"480 IOOF AVE, GILROY, CA, 95020",MEDICF,"480 IOOF AV",Gilroy,"2025-06-21 18:40"
"B48, E50, E47",,AUTOAV,"5925 MONTEREY FRONTAGE RD",Gilroy,"2025-10-18 17:17"
E48,,MEDICF,"1140 THIRD ST",Gilroy,"2025-10-18 17:21"
E47,,MEDICF,"MONTEREY ST/FIRST ST",Gilroy,"2026-02-10 02:31"
E48,"454 FELLOM CT, GILROY, CA, 95020",MEDICF,"454 FELLOM CT",Gilroy,"2025-05-08 10:35"
E49,"1442 MANTELLI DR, GILROY, CA, 95020",MEDICF,"1442 MANTELLI DR",Gilroy,"2025-05-08 12:59"
E47,"5402 MESA RD, GILROY, CA, 95020",MEDICF,"5402 MESA RD",Gilroy,"2025-09-17 16:38"
E48,"7701 SANTA BARBARA DR, GILROY, CA, 95020",MEDICF,"7701 SANTA BARBARA DR",Gilroy,"2026-02-10 02:23"
E49,,AUTOAVA,"SANTA TERESA BL/FITZGERALD AV","Santa Clara County","2025-07-28 17:18"
E48,,ODOR,"200 E TENTH ST",Gilroy,"2025-06-02 07:51"
E48,,MEDICF,"935 THIRD ST",Gilroy,"2025-06-03 02:22"
E48,"7236 CARR PL, GILROY, CA, 95020",PSLIFT,"7236 CARR PL",Gilroy,"2025-06-03 03:24"
"E47, E650","5920 TRAVEL PARK CIR, GILROY, CA, 95020",SMOKE,"5920 TRAVEL PARK CI",Gilroy,"2025-07-28 16:16"
"E48, E49","8431 DIANE CT, GILROY, CA, 95020",MEDICF,"8431 DIANE CT",Gilroy,"2025-06-02 14:47"
"E48, E49","870 EL CERRITO WAY, GILROY, CA, 95020",MEDICF,"870 EL CERRITO WY",Gilroy,"2025-05-08 17:16"
E48,"7520 ARROYO CIR, GILROY, CA, 95020",MEDICF,"7520 ARROYO CI",Gilroy,"2025-05-08 16:41"
E47,"7520 ARROYO CIR, GILROY, CA, 95020",MEDICF,"7520 ARROYO CI",Gilroy,"2025-05-08 16:41"
E48,"8095 KELTON DR, GILROY, CA, 95020",MEDICF,"8095 KELTON DR",Gilroy,"2025-10-26 10:21"
E48,"7692 LAUREL DR, GILROY, CA, 95020",MEDICF,"7692 LAUREL DR",Gilroy,"2025-05-08 19:03"
E48,,MEDICF,"8383 WREN AV",Gilroy,"2025-05-08 17:54"
E49,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2025-05-08 18:04"
E49,"9389 MONTEREY RD, GILROY, CA, 95020",SMOKE,"9389 MONTEREY RD",Gilroy,"2025-06-03 06:29"
E49,,AUTOAM,"965 FITZGERALD AV","Santa Clara County","2025-09-01 13:42"
E49,"1604 VALLEY OAKS DR, GILROY, CA, 95020",MEDICF,"1604 VALLEY OAKS DR",Gilroy,"2025-05-11 10:35"
E48,,MEDICF,"935 THIRD ST",Gilroy,"2025-05-22 01:40"
E48,"766 CARLA WAY, GILROY, CA, 95020",MEDICF,"766 CARLA WY",Gilroy,"2025-05-11 10:27"
E47,"500 IOOF AVE, GILROY, CA, 95020",MEDICF,"500 IOOF AV",Gilroy,"2025-10-28 10:26"
E69,"3031 GRASSLAND WAY, GILROY, CA, 95020",MEDICF,"3031 GRASSLAND WY",Gilroy,"2025-05-08 17:46"
E47,"7980 HOLSCLAW RD A, GILROY, CA, 95020",AUTOAM,"7980 HOLSCLAW RD","Santa Clara County","2026-03-26 09:09"
E49,,AUTOAV,"HIGHLAND AV/HARDING AV","Santa Clara County","2025-08-14 20:09"
"E169, B50, E47",,MEDICF,"US HWY 101/MONTEREY RD ON 101S RP",Gilroy,"2025-05-08 14:17"
"E47, E49, E48","6975 SPUMANTE WAY, GILROY, CA, 95020",MEDICF,"6975 SPUMANTE WY",Gilroy,"2025-05-08 18:53"
E47,"650 HOLLOWAY RD, GILROY, CA, 95020",MEDICF,"650 HOLLOWAY RD",Gilroy,"2025-05-08 15:43"
E48,,VEHF,"BRISTLECONE CT/PONDEROSA DR",Gilroy,"2025-04-08 14:32"
E47,"5402 MESA RD, GILROY, CA, 95020",MEDICF,"5402 MESA RD",Gilroy,"2025-05-08 19:10"
E48,"7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2025-04-08 16:45"
"E49, E48","7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2025-04-08 16:55"
E49,,AUTOA,"US HWY 101/MASTEN AV ON 101S RP","Santa Clara County","2025-05-22 07:48"
E49,"1244 SYCAMORE CT, GILROY, CA, 95020",MEDICF,"1244 SYCAMORE CT",Gilroy,"2025-04-08 19:14"
E48,"277 IOOF AVE, GILROY, CA, 95020",1033GF,"277 IOOF AV",Gilroy,"2025-05-22 08:21"
E49,"8520 LARKSPUR LN, GILROY, CA, 95020",MEDICF,"8520 LARKSPUR LN",Gilroy,"2025-10-31 09:20"
E47,"201 LUSITANO WAY, GILROY, CA, 95020",MEDICF,"201 LUSITANO WY",Gilroy,"2026-04-13 00:41"
E69,"7516 PICKEMAN CT, GILROY, CA, 95020",MEDICF,"7516 PICKEMAN CT",Gilroy,"2025-05-08 21:59"
E48,"1450 CYPRESS CT, GILROY, CA, 95020",PSLIFT,"1450 CYPRESS CT",Gilroy,"2025-05-22 07:00"
E49,"9095 GUAYMAS CT, GILROY, CA, 95020",MEDICF,"9095 GUAYMAS CT",Gilroy,"2025-05-08 20:40"
E47,,MEDICF,"MONTEREY RD/ERVIN CT",Gilroy,"2025-05-08 21:03"
E69,"8383 WREN AVE, GILROY, CA, 95020",MOVE,"8383 WREN AV",Gilroy,"2025-06-21 20:12"
T47,"8383 WREN AVE, GILROY, CA, 95020",MOVE,"8383 WREN AV",Gilroy,"2025-08-14 20:58"
E48,,MEDICF,"400 LEAVESLEY RD",Gilroy,"2025-06-11 20:46"
E47,"7249 CHURCH ST, GILROY, CA, 95020",MEDICF,"7249 CHURCH ST",Gilroy,"2025-06-11 21:21"
E47,"7251 CAMINO ARROYO, GILROY, CA, 95020",1033SD,"7251 CAMINO ARROYO",Gilroy,"2025-07-02 22:10"
E47,,MEDICF,"200 E TENTH ST",Gilroy,"2025-05-08 20:22"
E48,,MEDICF,"975 FIRST ST",Gilroy,"2025-04-07 20:34"
E47,"7321 EIGLEBERRY ST, GILROY, CA, 95020",MEDICF,"7321 EIGLEBERRY ST",Gilroy,"2025-04-07 20:35"
E47,"111 LEWIS ST, GILROY, CA, 95020",MEDICF,"111 LEWIS ST",Gilroy,"2025-04-07 21:37"
E650,"2117 GULLANE WAY, GILROY, CA, 95020",1033SD,"2117 GULLANE WY",Gilroy,"2025-10-26 10:51"
E48,,MEDICF,"905 FIRST ST",Gilroy,"2025-04-08 00:41"
E48,"2601 APRICOT WAY, GILROY, CA, 95020",1033GF,"2601 APRICOT WY",Gilroy,"2025-05-08 21:28"
E47,"6500 MONTEREY RD, GILROY, CA, 95020",MEDICF,"6500 MONTEREY RD",Gilroy,"2025-07-02 22:32"
E47,"1080 RUBY WAY, GILROY, CA, 95020",MEDICF,"1080 RUBY WY",Gilroy,"2025-04-08 02:15"
E48,"7700 REA ST, GILROY, CA, 95020",PSLIFT,"7700 REA ST",Gilroy,"2025-07-20 10:16"
"B50, E47",,AUTOAVA,"PACHECO PASS HY/FERGUSON RD","Santa Clara County","2025-04-08 07:57"
"B50, E49, E169",,VEGF,"US HWY 101/AUTOMALL PARKWAY",Gilroy,"2025-04-08 11:35"
"E49, E69",,1180F,"SANTA TERESA BL/THIRD ST",Gilroy,"2025-04-08 12:26"
"B50, E47",,AUTOAVA,"US HWY 101/MESA RD","Santa Clara County","2025-04-08 12:14"
"E48, E47","960 BLAKE CT, GILROY, CA, 95020",1054F,"960 BLAKE CT",Gilroy,"2025-05-22 09:02"
E650,,ILLBURF,"DE ANZA PL/TENTH ST",Gilroy,"2025-07-02 22:03"
E47,,MEDICF,"200 E TENTH ST",Gilroy,"2026-02-11 01:36"
E47,"7251 CAMINO ARROYO, GILROY, CA, 95020",MEDICF,"7251 CAMINO ARROYO",Gilroy,"2025-06-03 08:42"
E48,"806 WILLARD CT, GILROY, CA, 95020",MEDICF,"806 WILLARD CT",Gilroy,"2025-12-06 05:08"
E47,"721 VINCA CT, GILROY, CA, 95020",MEDICF,"721 VINCA CT",Gilroy,"2025-05-09 05:07"
E348,"540 LEWIS ST, GILROY, CA, 95020",MEDICF,"540 LEWIS ST",Gilroy,"2025-06-21 20:55"
E47,"6440 GODANI ST, GILROY, CA, 95020",MEDICF,"6440 GODANI ST",Gilroy,"2025-05-09 02:47"
B47,"7070 CHESTNUT ST, GILROY, CA, 95020",TESTF,"7070 CHESTNUT ST",Gilroy,"2025-07-11 09:36"
E48,"8117 KELTON DR, GILROY, CA, 95020",MEDICF,"8117 KELTON DR",Gilroy,"2026-04-18 21:28"
E47,"758 GETTYSBURG WAY, GILROY, CA, 95020",MEDICF,"758 GETTYSBURG WY",Gilroy,"2025-07-02 22:56"
E49,"9723 DESERT BLOOM PL, GILROY, CA, 95020",MEDICF,"9723 DESERT BLOOM PL",Gilroy,"2025-07-28 18:19"
E69,"2761 CLUB DR, GILROY, CA, 95020",MEDICF,"2761 CLUB DR",Gilroy,"2025-05-09 03:30"
E48,"401 LEAVESLEY RD, GILROY, CA, 95020",MEDICF,"401 LEAVESLEY RD",Gilroy,"2025-11-20 05:50"
B47,"7070 CHESTNUT ST, GILROY, CA, 95020",TESTF,"7070 CHESTNUT ST",Gilroy,"2025-07-11 09:38"
E47,"7171 CAMINO ARROYO, GILROY, CA, 95020",MEDICF,"7171 CAMINO ARROYO",Gilroy,"2025-08-04 00:33"
E47,"7101 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7101 MONTEREY ST",Gilroy,"2025-11-19 07:25"
"E48, E650","7668 ST FRANCIS CT, GILROY, CA, 95020",MEDICF,"7668 ST FRANCIS CT",Gilroy,"2025-07-20 10:45"
E47,"7350 DOWDY ST, GILROY, CA, 95020",MEDICF,"7350 DOWDY ST",Gilroy,"2025-05-22 10:50"
"B1611, E47, E48, B49, E69, E169, E49, E348","7050 MILLER AVE, GILROY, CA, 95020",VEGF,"7050 MILLER AV",Gilroy,"2025-06-21 19:29"
"E49, E50","1223 BAY TREE DR, GILROY, CA, 95020",PSLIFT,"1223 BAY TREE DR",Gilroy,"2025-10-29 12:29"
E49,,MEDICF,"1143 LERMA WY",Gilroy,"2025-05-09 00:15"
"E68, E49, E47, E69",,MEDICF,"905 FIRST ST",Gilroy,"2025-07-28 18:40"
E48,"1221 CYPRESS CT, GILROY, CA, 95020",MEDICF,"1221 CYPRESS CT",Gilroy,"2025-09-01 13:45"
"E47, E650","5422 MESA RD, GILROY, CA, 95020",MEDICF,"5422 MESA RD",Gilroy,"2025-08-03 23:55"
E47,"6701 CAMINO ARROYO, GILROY, CA, 95020",FIREOF,"6701 CAMINO ARROYO",Gilroy,"2025-05-09 01:22"
B49,"7070 CHESTNUT ST, GILROY, CA, 95020",TESTF,"7070 CHESTNUT ST",Gilroy,"2025-05-22 11:03"
E48,"8155 WESTWOOD DR, GILROY, CA, 95020",MEDICF,"8155 WESTWOOD DR",Gilroy,"2025-10-21 15:01"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2025-08-20 07:34"
B47,"7070 CHESTNUT ST, GILROY, CA, 95020",TESTF,"7070 CHESTNUT ST",Gilroy,"2025-07-11 10:02"
E47,"7341 MAPLE ST, GILROY, CA, 95020",MEDICF,"7341 MAPLE ST",Gilroy,"2025-06-12 00:25"
E48,,MEDICF,"159 SECOND ST",Gilroy,"2025-10-29 12:47"
E48,"8555 SAN YSIDRO AVE, GILROY, CA, 95020",1033SD,"8555 SAN YSIDRO AV",Gilroy,"2025-09-24 23:50"
E650,"2117 GULLANE WAY, GILROY, CA, 95020",1033SD,"2117 GULLANE WY",Gilroy,"2025-10-26 10:59"
E49,"9625 KIOWA CT, GILROY, CA, 95020",MEDICF,"9625 KIOWA CT",Gilroy,"2025-10-24 14:04"
"E49, E650","7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2025-07-03 03:55"
"E48, E49","7880 WREN AVE, GILROY, CA, 95020",1033SD,"7880 WREN AV",Gilroy,"2025-10-28 10:53"
E49,,AUTOAVA,"NB 101/SAN MARTIN AVE","Santa Clara County","2025-10-27 06:59"
E48,,MEDICF,"905 FIRST ST",Gilroy,"2025-08-23 15:37"
